Province,Farm_ID,c1_Soil_pH,c2_CaCO3,c3_OM,c4_K2O,c5_Sand,c6_Clay,c7_Nitrogen,c8_Phosphorous,c9_Potassium,c10_SowingRate,Y_GrainYield
Province_16,Farm_29,6.45,5.6,2.65,222.69,74.84,17.38,21.93,28.25,24.59,144.82,4235.88
Province_16,Farm_30,7.71,6.83,2.33,128.42,78.35,24.66,1.46,48.61,22.5,226.64,4323.69
Province_16,Farm_31,7.08,20.15,2.52,117.23,56.36,32.77,32.4,4.83,,110.81,3915.1
Province_16,Farm_32,6.44,6.25,1.74,157.39,78.18,31.31,24.28,19.23,19.17,281.34,4087.8
Province_16,Farm_33,7.43,10.8,0.98,373.76,,38.15,5.15,38.55,6.18,173.16,3065.76
Province_17,Farm_1,6.8,26.68,1.05,306.59,63.0,,10.67,20.02,10.57,279.72,4413.3
Province_17,Farm_2,6.54,14.42,3.05,298.18,27.72,37.1,23.23,17.64,9.7,103.3,4462.56
Province_17,Farm_3,7.95,18.48,3.59,370.86,77.84,28.52,48.61,17.9,14.87,185.36,3854.34
Province_17,Farm_4,7.09,17.42,3.68,120.0,78.15,32.83,4.52,24.53,17.47,241.99,3290.25
Province_17,Farm_5,6.35,10.9,2.81,360.6,28.16,34.02,1.5,2.2,,197.65,3167.46
Province_17,Farm_6,6.99,26.75,2.98,,59.82,39.14,0.1,31.45,2.11,175.57,3340.46
Province_17,Farm_7,6.71,6.01,2.78,69.53,39.36,,8.44,34.31,12.02,155.52,4459.85
Province_17,Farm_8,,13.41,2.74,239.24,25.75,40.24,,43.3,17.44,198.11,4240.69
Province_17,Farm_9,7.72,4.1,,109.59,,44.44,23.0,28.07,,211.98,3884.31
Province_17,Farm_10,6.15,12.33,0.79,377.0,69.02,,21.38,25.03,9.77,119.79,4162.37
Province_17,Farm_11,,27.01,1.75,167.58,23.68,30.7,30.75,32.48,23.8,250.85,4330.89
Province_17,Farm_12,8.02,21.73,2.35,,37.33,24.66,,17.57,18.66,299.34,5134.33
Province_17,Farm_13,6.1,12.63,3.12,162.46,29.51,39.51,4.35,37.89,15.39,262.19,4057.85
Province_17,Farm_14,7.87,,2.84,385.68,36.23,10.26,18.92,44.62,16.79,153.35,3691.88
Province_17,Farm_15,6.16,24.51,1.28,164.37,43.36,25.29,,17.78,12.3,269.42,4209.37
Province_17,Farm_16,6.81,,2.69,,68.21,32.47,41.35,4.12,,104.39,3441.85
Province_17,Farm_17,7.01,9.06,3.06,208.57,43.92,43.96,21.59,44.74,,290.32,5281.75
Province_17,Farm_18,7.64,28.92,3.28,198.24,63.1,17.27,17.12,45.73,3.65,196.65,3783.59
Province_17,Farm_19,8.13,18.54,,367.57,34.48,24.34,20.9,,6.06,139.71,3738.43
Province_17,Farm_20,,8.81,1.47,137.88,56.94,30.55,8.87,35.35,1.56,268.79,3975.22
Province_17,Farm_21,,6.51,2.24,111.14,36.22,39.21,4.43,,15.1,134.27,4139.06
Province_17,Farm_22,6.5,10.42,0.84,,52.08,23.25,37.34,,3.55,110.25,3610.07
Province_17,Farm_23,6.76,22.38,3.42,394.26,76.99,20.48,11.0,32.37,5.17,224.93,3349.92
Province_17,Farm_24,6.28,21.71,1.21,150.98,34.3,45.82,4.7,32.98,2.45,,3749.85
Province_17,Farm_25,6.93,23.38,2.3,276.61,62.61,38.12,36.62,20.98,21.56,,3490.88
Province_17,Farm_26,6.76,5.36,0.93,277.67,38.39,,27.33,41.37,24.34,230.86,3727.87
Province_17,Farm_27,6.24,11.99,2.86,52.35,32.48,11.86,21.45,27.57,9.58,161.77,3419.84
Province_17,Farm_28,7.36,14.83,2.0,379.6,54.85,14.75,38.36,6.63,9.08,,3744.35
Province_17,Farm_29,7.47,,1.83,190.44,43.96,36.27,7.35,17.16,9.24,292.34,3548.85
Province_17,Farm_30,7.49,3.79,2.7,,79.91,19.94,23.94,46.08,15.97,116.9,4518.95
Province_17,Farm_31,7.53,9.57,1.48,245.17,35.02,10.59,43.5,14.28,12.49,203.93,4121.45
Province_17,Farm_32,7.55,15.38,3.45,169.21,58.32,22.66,31.03,8.58,20.16,278.56,3750.37
Province_17,Farm_33,6.74,19.76,,161.28,76.1,48.0,24.77,49.83,,224.67,3374.54
Province_18,Farm_1,7.58,16.25,3.86,261.59,,29.33,41.32,0.99,21.86,273.7,3715.71
Province_18,Farm_2,,,1.86,51.62,76.14,45.63,,0.8,6.33,104.85,2517.13
Province_18,Farm_3,6.26,15.47,2.98,189.81,45.18,34.27,0.02,44.79,17.75,299.79,4371.95
Province_18,Farm_4,7.89,6.27,0.61,171.25,61.3,49.04,41.06,20.18,10.51,,4058.4
Province_18,Farm_5,7.41,15.34,2.92,394.03,35.99,22.57,,19.17,17.45,150.76,4403.0
Province_18,Farm_6,7.37,16.55,,195.98,44.96,20.63,22.19,44.51,14.35,115.31,4228.08
Province_18,Farm_7,8.1,23.05,3.14,285.63,25.19,10.54,17.35,1.52,9.9,260.26,4228.38
Province_18,Farm_8,6.64,2.74,2.22,,,42.79,3.16,46.11,14.19,134.96,3321.14
Province_18,Farm_9,7.81,13.99,3.66,,67.91,49.18,40.82,,19.52,138.95,4203.38
Province_18,Farm_10,6.12,29.51,1.18,268.11,28.35,13.77,,22.55,6.47,143.39,4672.38
Province_18,Farm_11,7.79,3.13,3.47,50.6,20.8,34.48,45.54,8.14,,273.59,4079.04
Province_18,Farm_12,7.04,18.48,,99.23,57.48,29.04,14.58,33.6,20.14,191.7,3923.12
Province_18,Farm_13,6.15,13.4,3.01,285.66,59.63,48.21,44.01,24.35,3.96,182.67,4645.56
Province_18,Farm_14,8.42,2.37,3.98,159.29,67.0,31.65,38.53,3.54,18.32,209.44,2971.38
Province_18,Farm_15,7.3,23.1,3.89,369.19,71.72,35.62,19.5,4.94,,216.19,4112.69
Province_18,Farm_16,7.42,13.8,1.12,224.07,60.36,17.39,,43.97,,193.81,4266.63
Province_18,Farm_17,7.49,24.28,2.31,116.72,78.85,47.7,,13.54,16.14,227.8,3022.93
Province_18,Farm_18,6.11,10.86,,89.31,74.17,47.28,12.13,36.04,14.87,265.44,3882.09
Province_18,Farm_19,7.99,18.8,3.3,328.32,44.86,30.33,26.25,31.71,11.68,132.12,3426.55
Province_18,Farm_20,7.13,,1.12,,,33.35,2.59,45.24,21.76,102.67,3945.79
Province_18,Farm_21,7.1,20.91,0.95,181.34,63.42,19.21,25.95,42.07,10.08,288.22,3590.81
Province_18,Farm_22,8.48,6.36,1.19,359.57,20.85,28.45,26.15,47.94,,285.54,3603.94
Province_18,Farm_23,7.62,11.27,1.77,,22.73,16.79,23.78,24.57,5.33,247.7,4089.93
Province_18,Farm_24,7.57,,3.66,350.23,61.94,32.47,23.32,27.09,19.86,275.72,3728.76
Province_18,Farm_25,7.81,,3.51,346.35,46.23,30.26,1.58,8.22,9.54,150.59,4481.0
Province_18,Farm_26,8.48,9.92,1.18,170.86,,14.39,,8.27,3.23,162.37,3746.1
Province_18,Farm_27,,4.15,3.66,222.35,59.47,26.77,36.58,6.56,5.03,164.86,3349.75
Province_18,Farm_28,7.58,22.11,3.3,316.61,32.76,22.58,11.1,,20.9,292.74,4506.48
Province_18,Farm_29,,27.78,3.38,85.11,67.14,18.62,47.77,9.07,11.3,190.78,4227.39
Province_18,Farm_30,,14.19,1.97,242.01,39.63,39.53,22.53,5.95,7.7,112.25,2689.59
Province_18,Farm_31,6.54,0.17,3.7,78.37,75.56,18.89,40.81,17.9,11.16,169.66,4062.65
Province_18,Farm_32,7.97,21.38,2.61,,58.5,10.19,5.53,0.64,2.04,116.95,4159.41
Province_19,Farm_1,6.39,19.34,3.17,345.01,,44.78,22.74,31.45,17.11,173.52,4387.6
Province_19,Farm_2,8.04,12.39,2.46,235.06,47.63,26.42,7.11,27.61,21.9,109.42,3305.25
Province_19,Farm_3,6.89,,3.6,183.79,21.74,21.57,21.27,46.13,4.25,294.84,4521.86
Province_19,Farm_4,7.34,,,,33.15,30.93,48.32,34.27,24.9,290.35,4394.22
Province_19,Farm_5,7.91,23.07,,,27.99,29.73,23.41,,,252.84,4435.71
Province_19,Farm_6,,12.04,3.96,312.71,33.14,28.25,44.65,10.64,16.36,194.72,3754.22
Province_19,Farm_7,6.44,13.91,2.77,247.14,69.96,46.51,32.6,16.04,5.99,,4522.57
Province_19,Farm_8,8.5,2.07,2.99,120.03,46.69,37.15,24.64,37.37,,135.32,3732.34
Province_19,Farm_9,6.5,20.7,2.24,201.64,57.83,42.44,,23.77,,252.78,3692.88
Province_19,Farm_10,6.96,3.88,3.04,364.53,61.76,45.34,7.92,44.53,,150.21,3546.68
Province_19,Farm_11,8.25,28.74,0.98,310.59,58.84,14.33,,0.6,,198.37,4786.25
Province_19,Farm_12,7.54,10.93,0.74,219.8,75.18,12.41,26.83,29.95,23.9,,4255.46
Province_19,Farm_13,7.63,,2.64,,41.97,42.26,1.62,25.28,15.34,225.98,4103.91
Province_19,Farm_14,8.15,0.23,1.36,388.27,71.64,28.94,20.9,46.38,23.87,162.29,4391.11
Province_19,Farm_15,7.94,17.51,3.77,361.66,73.56,15.24,0.2,27.49,8.12,,3995.93
Province_19,Farm_16,7.97,12.61,,136.93,67.63,29.28,37.08,7.95,11.88,200.42,4117.45
Province_19,Farm_17,7.92,28.68,2.9,139.93,61.7,47.0,14.32,33.01,8.72,158.85,2828.65
Province_19,Farm_18,7.96,12.18,2.99,331.12,23.75,40.32,,,0.93,283.28,4457.77
Province_19,Farm_19,8.09,10.27,1.86,67.68,52.3,10.08,11.21,16.55,,282.9,3552.98
Province_19,Farm_20,6.55,22.07,1.72,133.83,59.81,26.12,24.13,41.4,19.16,258.47,3268.79
Province_19,Farm_21,6.49,,3.08,96.15,43.5,35.84,7.11,39.38,14.46,149.16,3527.29
Province_19,Farm_22,7.6,24.8,1.14,397.9,,28.87,24.21,0.88,15.36,275.08,4330.72
Province_19,Farm_23,7.51,3.11,2.68,326.76,26.6,13.72,18.62,45.47,12.73,163.89,3813.72
Province_19,Farm_24,6.51,13.95,1.35,112.19,56.69,48.26,19.21,12.45,9.4,,2540.11
Province_19,Farm_25,7.74,1.1,2.22,174.43,62.73,40.76,47.91,30.14,24.65,241.6,3866.2
Province_19,Farm_26,,,2.98,228.11,61.0,48.81,42.13,20.41,12.85,192.61,2935.26
Province_19,Farm_27,7.42,21.56,2.86,333.46,69.59,27.0,11.3,1.02,10.37,169.11,3231.69
Province_19,Farm_28,,17.96,2.88,305.09,29.98,26.75,15.53,5.01,16.48,266.9,3976.02
Province_19,Farm_29,,17.66,2.34,77.58,33.79,48.65,,26.86,13.02,275.57,5205.41
Province_19,Farm_30,7.99,28.92,0.69,152.32,64.86,,43.64,4.3,,194.38,4333.38
Province_19,Farm_31,8.3,,3.39,321.51,53.6,31.47,25.6,30.33,1.78,177.43,3135.36
Province_19,Farm_32,6.72,22.9,2.13,211.17,20.45,29.74,24.41,,13.84,130.6,3112.82
Province_19,Farm_33,7.64,26.28,1.05,71.35,21.43,29.6,31.57,33.14,7.0,136.8,4322.85
Province_19,Farm_34,6.4,6.7,3.92,353.24,61.56,42.03,16.68,33.57,1.4,106.24,4130.98
Province_19,Farm_35,7.46,2.68,2.45,350.03,25.3,32.78,27.5,27.85,0.53,268.9,4657.56
Province_19,Farm_36,6.23,13.39,2.31,234.95,51.6,44.9,16.58,,6.63,219.57,3417.07
Province_19,Farm_37,7.88,9.63,2.5,111.05,43.56,44.84,25.3,,23.94,227.63,4614.83
Province_20,Farm_1,6.14,13.6,2.99,309.45,75.67,49.35,12.31,46.62,20.73,199.49,4726.77
Province_20,Farm_2,6.34,21.1,2.25,334.15,27.05,24.22,18.05,37.75,19.58,286.3,3907.8
Province_20,Farm_3,6.08,11.89,3.38,194.99,61.28,10.5,42.45,22.35,,149.1,3026.33
Province_20,Farm_4,8.2,5.71,1.5,241.51,25.64,48.76,22.33,,2.86,144.21,3283.09
Province_20,Farm_5,7.85,15.67,3.72,343.9,30.17,38.93,,,,269.23,4224.41
Province_20,Farm_6,6.25,12.39,2.03,84.51,56.11,40.3,9.24,25.54,2.22,206.67,3648.7
Province_20,Farm_7,6.01,27.5,2.47,293.5,69.54,44.05,2.83,10.4,16.95,155.8,3338.24
Province_20,Farm_8,8.39,1.65,1.17,220.89,77.33,33.82,26.89,11.93,17.87,202.78,4203.71
Province_20,Farm_9,6.75,,2.64,,30.06,14.94,28.66,18.55,10.2,143.66,3665.72
Province_20,Farm_10,6.38,7.63,2.06,108.22,55.43,20.33,27.44,29.19,5.5,178.1,3549.22
Province_20,Farm_11,7.05,29.06,0.86,264.17,,26.74,8.05,29.45,21.54,200.66,3900.77
Province_20,Farm_12,6.67,25.15,2.89,,33.98,29.94,23.01,48.53,10.0,248.42,4065.88
Province_20,Farm_13,8.33,20.84,3.35,228.31,46.05,,21.96,27.94,22.19,172.83,4457.3
Province_20,Farm_14,8.32,11.67,3.91,247.72,41.27,22.49,0.69,4.75,3.15,213.51,3807.86
Province_20,Farm_15,6.27,13.7,1.43,311.48,32.18,,,10.5,19.51,224.14,2990.15
Province_20,Farm_16,6.88,5.28,0.79,325.56,34.62,25.52,49.18,22.64,15.51,104.73,3338.58
Province_20,Farm_17,,25.49,1.78,369.23,69.05,23.36,27.73,21.98,6.17,261.79,3944.44
Province_20,Farm_18,8.45,1.48,3.45,316.48,32.62,33.68,3.73,13.28,7.67,159.05,4025.91
Province_20,Farm_19,7.56,23.43,2.38,,,46.42,35.7,46.8,,261.48,4571.63
Province_20,Farm_20,8.4,28.4,,60.98,,,42.39,0.39,6.89,132.26,3945.22
Province_20,Farm_21,8.48,11.89,3.64,82.56,40.12,31.51,35.32,,14.32,222.61,4453.06
Province_20,Farm_22,8.02,12.69,1.19,318.59,68.86,36.81,,12.42,5.98,,3567.46
Province_20,Farm_23,8.38,29.9,3.69,221.04,32.81,10.07,15.09,40.72,2.49,,2924.8
Province_20,Farm_24,7.88,,3.89,383.36,68.21,42.92,1.42,,2.76,296.69,3983.47
Province_20,Farm_25,8.0,2.53,3.37,179.37,,22.64,16.58,47.78,,182.88,3397.01
Province_20,Farm_26,6.58,17.28,3.15,193.3,38.9,49.5,37.9,19.48,11.13,236.84,4470.59
Province_20,Farm_27,8.16,14.37,3.92,194.47,,42.49,3.91,20.12,13.12,255.43,3548.44
Province_20,Farm_28,7.17,0.84,1.38,345.97,26.65,,24.04,,11.41,131.02,3519.86
Province_20,Farm_29,6.77,0.83,1.43,211.11,52.34,41.42,8.28,10.54,17.53,278.16,4627.39
Province_20,Farm_30,7.04,12.98,0.57,350.49,42.16,26.18,,34.97,3.89,173.1,3363.3
Province_20,Farm_31,,,2.1,146.27,57.55,24.86,33.55,46.12,14.45,185.55,4398.44
Province_20,Farm_32,8.43,13.2,1.61,274.15,,44.02,42.03,39.27,1.28,237.36,3330.89
Province_21,Farm_1,6.91,29.55,2.22,332.68,21.15,,23.91,37.59,5.78,108.72,2998.83
Province_21,Farm_2,7.36,13.26,1.29,214.16,,16.1,18.08,,11.66,,4389.4
Province_21,Farm_3,6.4,24.12,1.09,129.15,38.65,35.71,16.77,2.18,12.49,,3896.95
Province_21,Farm_4,6.98,20.32,2.18,377.22,72.09,47.02,,10.51,5.65,170.67,3515.73
Province_21,Farm_5,8.17,4.26,1.41,362.48,70.16,28.7,37.87,28.73,12.91,250.98,4245.31
Province_21,Farm_6,7.33,18.31,3.91,217.95,57.1,20.39,24.56,9.62,20.71,282.15,3636.86
Province_21,Farm_7,6.09,29.03,,295.65,53.13,32.01,,5.08,9.09,193.55,2780.32
Province_21,Farm_8,7.74,16.27,1.54,358.55,77.74,26.31,46.21,32.2,21.14,105.0,3104.05
Province_21,Farm_9,8.3,13.28,2.78,232.59,52.28,33.41,20.39,38.61,9.02,282.03,4570.69
Province_21,Farm_10,8.46,14.85,0.88,279.35,38.21,48.11,,1.39,2.64,280.3,3451.65
Province_21,Farm_11,7.84,28.27,2.4,327.41,59.64,34.51,34.81,13.77,7.65,126.47,3973.69
Province_21,Farm_12,8.18,24.67,,156.38,54.67,20.89,17.68,28.85,9.68,279.75,4192.95
Province_21,Farm_13,7.25,25.52,3.14,257.73,,11.28,29.91,42.19,22.75,298.68,4314.3
Province_21,Farm_14,7.36,9.07,2.3,311.74,48.75,28.75,,,9.21,108.47,3626.35
Province_21,Farm_15,8.0,21.83,3.58,139.49,61.06,21.73,42.13,28.61,11.27,,2617.23
Province_21,Farm_16,6.13,4.0,0.79,,47.06,21.67,49.97,40.65,12.82,240.56,3903.38
Province_21,Farm_17,7.9,22.08,1.82,354.42,,34.0,9.01,27.44,21.68,181.32,3709.92
Province_21,Farm_18,8.17,4.8,0.88,215.82,,32.52,1.85,11.27,13.98,,3531.9
Province_21,Farm_19,6.06,29.49,0.82,242.82,67.97,29.42,20.09,47.95,,235.96,3116.28
Province_21,Farm_20,6.58,6.74,1.86,265.31,41.93,,4.21,34.83,12.7,153.09,2759.97
Province_21,Farm_21,6.26,0.57,3.61,144.34,76.68,36.23,13.84,3.96,23.99,150.61,3820.84
Province_21,Farm_22,6.08,28.64,0.64,343.03,51.59,34.8,,37.39,23.06,210.69,2847.87
Province_21,Farm_23,,23.61,2.78,210.39,35.27,32.33,,48.85,2.04,117.36,3379.84
Province_21,Farm_24,7.87,0.51,1.94,329.73,38.58,20.01,43.04,38.93,22.76,136.25,3504.33
Province_21,Farm_25,8.45,,,61.99,45.13,29.68,32.92,37.93,10.28,108.41,3237.22
Province_21,Farm_26,7.99,10.56,1.51,,31.18,18.25,14.45,,6.22,136.21,3729.82
Province_21,Farm_27,7.02,3.62,2.55,75.33,21.44,18.93,4.47,32.25,,174.12,2640.03
Province_21,Farm_28,8.01,22.37,1.37,285.69,76.93,31.74,44.89,23.71,1.83,252.8,4035.56
Province_21,Farm_29,8.23,5.18,,366.97,74.39,44.94,,41.35,7.01,299.08,5319.24
Province_21,Farm_30,8.02,9.73,0.73,,25.5,44.06,9.57,18.3,,125.48,2984.08
Province_21,Farm_31,6.43,11.17,3.41,269.19,62.03,40.24,45.84,19.47,,136.13,4201.65
Province_21,Farm_32,,26.45,3.94,280.45,73.89,32.29,4.93,17.69,22.2,158.85,3536.35
Province_21,Farm_33,7.76,22.98,3.94,359.98,26.47,44.05,7.11,7.16,,137.88,3853.46
Province_21,Farm_34,7.74,,1.31,198.73,61.1,19.58,23.73,37.87,5.35,211.54,4794.56
Province_22,Farm_1,6.91,14.66,,,72.84,34.67,4.44,17.8,16.27,158.99,3364.22
Province_22,Farm_2,6.91,3.55,0.66,75.93,57.76,37.7,,7.25,16.88,118.32,3581.62
Province_22,Farm_3,6.34,26.26,2.83,198.88,61.1,20.06,23.99,16.58,15.49,139.55,4631.99
Province_22,Farm_4,6.27,10.11,1.55,145.84,71.56,,24.12,14.93,11.65,211.06,3483.96
Province_22,Farm_5,6.09,1.78,2.66,158.08,75.98,10.8,37.17,12.25,17.84,,4069.58
Province_22,Farm_6,7.68,,1.89,236.14,47.78,,11.17,21.53,3.53,206.61,5458.26
Province_22,Farm_7,8.18,7.04,0.56,209.2,60.91,38.58,23.09,23.78,5.7,112.12,3380.51
Province_22,Farm_8,7.44,17.44,0.63,,,28.81,14.46,15.54,3.82,105.03,3530.27
Province_22,Farm_9,7.64,26.06,3.21,288.92,77.99,38.95,23.43,12.64,,276.79,3445.41
Province_22,Farm_10,8.05,,3.45,182.64,52.82,16.36,31.51,,10.44,174.02,3546.19
Province_22,Farm_11,7.63,1.87,1.61,96.72,52.21,29.01,15.73,23.38,8.21,144.41,4332.28
Province_22,Farm_12,8.12,28.76,3.22,333.06,58.85,19.18,2.94,,9.6,202.7,3988.19
Province_22,Farm_13,8.07,2.9,2.37,61.51,22.64,23.66,13.34,3.47,11.91,181.45,3618.92
Province_22,Farm_14,,,3.63,222.69,,20.49,24.59,27.93,10.28,102.92,3280.78
Province_22,Farm_15,6.37,,3.47,397.15,67.39,11.27,18.17,46.19,13.9,182.44,3707.4
Province_22,Farm_16,7.92,11.29,3.81,,64.63,47.43,44.7,32.98,20.6,141.99,2904.22
Province_22,Farm_17,,24.54,2.13,119.06,70.19,49.24,39.0,30.69,15.63,290.09,4411.26
Province_22,Farm_18,7.38,25.22,3.67,60.22,79.07,13.89,46.05,24.06,22.84,297.37,5153.24
Province_22,Farm_19,6.15,2.3,2.24,291.48,43.21,23.58,49.59,48.16,9.9,133.03,3297.52
Province_22,Farm_20,,10.54,3.96,375.72,28.77,17.56,42.7,11.02,17.03,111.97,3705.93
Province_22,Farm_21,7.66,4.17,3.69,187.29,78.32,42.5,41.79,30.61,14.61,,4516.77
Province_22,Farm_22,6.85,6.5,3.22,,64.6,43.63,14.7,24.64,,170.89,3643.68
Province_22,Farm_23,8.11,7.37,1.15,64.25,37.42,41.93,46.58,38.19,15.75,124.63,3302.62
Province_22,Farm_24,6.57,,1.24,139.07,,22.62,39.12,23.56,9.05,146.19,3765.91
Province_22,Farm_25,7.59,24.71,1.53,122.83,24.75,30.95,30.3,,5.87,194.57,4517.91
Province_22,Farm_26,6.58,20.4,2.61,,20.77,24.92,,19.23,21.46,178.17,3326.05
Province_22,Farm_27,6.34,7.16,3.04,148.53,56.09,25.93,39.69,23.77,11.55,228.87,4558.94
Province_22,Farm_28,8.29,26.84,2.01,336.22,,35.88,24.95,,9.47,160.84,4304.83
Province_22,Farm_29,6.9,16.61,2.59,,46.72,23.51,26.05,35.87,17.4,145.76,3806.82
Province_22,Farm_30,8.12,21.32,,212.04,48.93,12.74,,6.99,15.95,278.87,4342.93
Province_22,Farm_31,7.46,,2.24,217.83,20.06,34.09,20.15,11.42,10.82,236.12,4537.11
Province_22,Farm_32,6.73,8.82,3.28,144.48,64.95,27.99,30.11,,11.33,292.53,3316.43
Province_23,Farm_1,7.45,22.83,1.59,68.49,47.55,33.94,40.89,12.07,13.68,113.52,3918.62
Province_23,Farm_2,7.88,29.08,1.18,379.99,70.42,40.7,9.25,49.3,9.04,,4049.66
Province_23,Farm_3,7.53,15.71,3.83,232.41,75.92,35.72,,14.53,1.24,140.15,3741.85
Province_23,Farm_4,7.71,27.48,2.18,133.68,53.55,13.23,3.51,20.42,2.34,223.73,3958.72
Province_23,Farm_5,7.74,11.93,2.08,237.21,60.38,31.3,2.23,42.02,15.8,164.89,3224.91
Province_23,Farm_6,6.62,,3.41,209.9,73.88,42.67,27.09,48.41,,258.09,4284.17
Province_23,Farm_7,6.79,,3.62,205.15,57.92,17.18,25.23,22.47,6.14,251.89,4369.96
Province_23,Farm_8,6.54,26.01,3.53,,79.69,34.94,20.76,40.88,21.96,167.64,3958.74
Province_23,Farm_9,6.24,18.92,1.4,374.71,51.45,45.95,32.77,16.98,10.99,,3224.4
Province_23,Farm_10,6.86,10.5,3.39,,20.71,35.59,48.84,31.92,15.64,212.41,3715.94
Province_23,Farm_11,7.59,24.57,,294.08,,42.33,0.47,33.21,14.41,102.74,3604.03
Province_23,Farm_12,,,1.69,,57.84,10.09,29.82,6.98,7.85,220.98,4477.69
Province_23,Farm_13,6.14,23.11,3.16,380.51,25.56,41.79,47.34,12.01,20.66,191.84,3623.88
Province_23,Farm_14,6.59,11.89,3.65,332.48,59.86,28.37,,5.69,15.55,175.86,3779.44
Province_23,Farm_15,6.86,10.38,2.89,132.16,70.27,44.07,2.94,16.96,17.18,200.74,4021.3
Province_23,Farm_16,7.05,23.56,3.24,393.24,21.02,42.31,33.29,,13.35,216.6,3673.11
Province_23,Farm_17,7.95,3.3,1.33,326.85,53.58,33.01,35.73,23.15,1.99,200.82,4152.66
Province_23,Farm_18,6.92,16.29,1.33,293.96,57.08,,40.7,,10.52,154.36,3661.22
Province_23,Farm_19,7.0,19.99,1.59,265.8,69.79,15.45,2.27,7.27,15.66,297.37,4251.31
Province_23,Farm_20,6.43,,2.28,346.03,51.95,48.1,11.69,43.73,12.12,235.96,4404.3
Province_23,Farm_21,6.09,26.42,3.13,255.13,78.02,25.51,,47.52,9.19,240.69,4201.43
Province_23,Farm_22,7.92,22.72,0.58,202.3,,49.35,1.97,13.93,,295.11,4762.8
Province_23,Farm_23,8.0,10.07,1.11,187.79,,19.61,48.55,7.35,22.44,229.16,4430.01
Province_23,Farm_24,7.63,11.18,2.02,88.43,32.9,29.13,,27.61,4.56,283.92,5089.85
Province_23,Farm_25,7.52,3.19,3.53,54.03,63.14,32.28,35.66,26.41,2.2,298.11,4250.03
Province_23,Farm_26,8.38,25.65,,194.28,23.34,,28.9,22.41,5.19,163.81,3710.99
Province_23,Farm_27,6.13,25.36,2.39,60.23,42.67,27.18,3.35,,3.82,,3704.75
Province_23,Farm_28,8.28,0.48,,148.28,,28.66,19.33,43.38,12.7,221.43,3905.61
Province_23,Farm_29,6.01,16.6,1.14,326.56,,37.85,43.75,41.98,24.74,291.82,4143.5
Province_23,Farm_30,6.55,12.31,1.09,,54.6,19.22,27.85,46.38,18.6,123.2,3352.89
Province_23,Farm_31,6.5,,1.68,206.99,,,17.66,15.47,14.04,168.61,3445.13
Province_23,Farm_32,7.86,3.63,1.59,322.9,39.33,43.53,15.67,1.75,13.51,,3630.48
Province_23,Farm_33,6.44,26.12,2.23,251.19,59.1,39.22,6.23,36.71,8.46,233.97,3810.26
Province_23,Farm_34,7.89,,0.83,95.28,27.03,18.03,29.26,5.91,13.63,134.67,4028.58
Province_24,Farm_1,6.82,4.17,2.41,,65.95,26.78,40.71,14.75,21.03,226.33,4993.94
Province_24,Farm_2,6.52,15.56,2.62,68.51,46.36,18.32,48.72,7.99,3.69,259.46,4367.94
Province_24,Farm_3,7.11,25.88,2.09,335.21,78.82,49.38,0.2,21.6,19.41,188.84,3423.1
Province_24,Farm_4,6.93,26.15,2.44,99.22,,33.19,43.51,,3.08,288.18,3640.31
Province_24,Farm_5,6.52,21.35,1.72,146.46,,11.32,36.0,5.13,11.58,208.91,4105.48
Province_24,Farm_6,7.6,20.08,1.34,139.82,78.59,18.63,23.3,48.26,10.65,255.34,4384.49
Province_24,Farm_7,6.46,0.57,0.81,125.88,74.65,35.22,41.55,26.49,13.1,,3779.04
Province_24,Farm_8,7.49,26.05,3.55,184.84,77.43,13.06,14.96,32.26,14.2,177.13,4167.97
Province_24,Farm_9,7.62,22.71,1.58,394.7,76.3,33.99,6.58,16.68,16.29,264.77,4695.3
Province_24,Farm_10,,10.44,1.33,242.5,32.55,34.35,42.81,47.38,10.73,170.86,3231.56
Province_24,Farm_11,6.05,16.16,3.6,,24.65,,38.33,45.35,24.02,100.32,3565.6
Province_24,Farm_12,7.72,,3.18,289.77,34.73,41.22,10.27,31.36,0.04,186.63,3100.5
Province_24,Farm_13,6.59,16.24,3.78,130.01,41.96,12.76,7.28,8.14,1.88,246.39,4483.62
Province_24,Farm_14,7.08,29.98,1.09,69.64,65.84,39.73,30.36,,21.52,295.87,4920.79
Province_24,Farm_15,7.04,13.27,0.76,106.36,50.74,24.25,36.3,18.79,7.67,,4232.2
Province_24,Farm_16,6.0,7.32,,,75.15,12.31,,5.76,,230.89,4305.2
Province_24,Farm_17,7.75,7.68,1.59,241.37,56.77,43.25,20.11,4.72,2.21,241.75,4483.63
Province_24,Farm_18,,29.67,2.45,190.31,57.52,28.89,35.25,,22.67,,3930.33
Province_24,Farm_19,6.36,14.09,2.66,175.53,76.35,14.65,45.63,24.4,12.73,,4583.25
Province_24,Farm_20,6.07,21.54,1.16,397.28,74.17,34.03,,4.21,20.43,269.13,4026.61
Province_24,Farm_21,6.56,12.85,3.74,234.5,22.96,39.25,,35.93,10.17,142.11,4063.73
Province_24,Farm_22,6.92,24.17,0.77,184.34,52.2,21.76,20.68,45.01,17.37,120.82,3462.41
Province_24,Farm_23,6.39,15.43,3.21,331.71,37.76,32.25,10.02,48.91,15.16,151.53,3704.99
